MSSubClass,MSZoning,LotArea,LotShape,LandContour,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Heating,CentralAir,Electrical,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageArea,MoSold,YrSold,SaleCondition,SalePrice,TotalSF
50,RL,45600,IR2,Bnk,1Fam,1.5Fin,6,8,1908,GasA,Y,SBrkr,2358,3,5,1,10,1,Detchd,360,9,2008,Normal,240000,3265
80,RL,9600,Reg,Lvl,1Fam,SLvl,6,7,1976,GasA,Y,SBrkr,1855,2,3,1,7,1,Attchd,512,8,2007,Normal,187000,2383
120,RM,4435,Reg,Lvl,TwnhsE,1Story,6,5,2003,GasA,Y,SBrkr,848,1,1,1,3,0,Attchd,420,11,2007,Normal,131500,1696
120,RL,3196,Reg,Lvl,TwnhsE,1Story,8,5,2003,GasA,Y,SBrkr,1456,2,2,1,7,1,Attchd,400,5,2006,Normal,215000,2729
75,RL,7128,Reg,Lvl,1Fam,2.5Unf,7,5,1941,GasA,Y,SBrkr,1646,2,4,1,7,2,Detchd,240,8,2007,Normal,164000,2564
80,RL,12095,IR1,Lvl,1Fam,SLvl,6,6,1964,GasA,Y,SBrkr,1445,1,3,1,7,1,Attchd,645,8,2009,Normal,158000,2572
20,RL,17920,Reg,Lvl,1Fam,1Story,5,4,1955,GasA,Y,SBrkr,1779,1,3,1,6,1,Attchd,454,7,2006,Abnorml,170000,3542
20,RL,6897,IR1,Lvl,1Fam,1Story,5,8,1962,GasA,Y,SBrkr,1040,1,3,1,6,0,Detchd,260,4,2010,Normal,127000,2080
80,RL,10970,IR1,Low,1Fam,SLvl,6,6,1978,GasA,Y,SBrkr,1026,1,3,1,5,0,Detchd,576,10,2008,Normal,147000,1966
60,RL,8125,Reg,Lvl,1Fam,2Story,6,5,1994,GasA,Y,SBrkr,1481,2,3,1,6,1,Attchd,343,3,2009,Normal,174000,2183
20,RL,10400,Reg,Lvl,1Fam,1Story,7,5,1976,GasA,Y,SBrkr,1370,2,3,1,6,1,Attchd,479,6,2009,Family,152000,2460
60,RL,11029,IR1,Lvl,1Fam,2Story,6,7,1968,GasA,Y,SBrkr,2654,2,4,1,9,1,Attchd,619,8,2006,Normal,250000,3708
50,RL,7642,Reg,Lvl,1Fam,1.5Fin,7,8,1918,GasA,Y,SBrkr,1426,1,3,1,7,1,Detchd,216,6,2007,Normal,189950,2338
190,RL,11625,Reg,Lvl,2fmCon,1Story,5,4,1965,GasA,Y,SBrkr,1039,1,3,1,6,0,Attchd,504,4,2010,Normal,131500,2078
20,RL,9672,Reg,Lvl,1Fam,1Story,6,5,1984,GasA,Y,SBrkr,1097,2,3,1,6,0,Attchd,480,5,2010,Normal,152000,2137
20,RL,7931,Reg,Lvl,1Fam,1Story,5,5,1959,GasA,Y,SBrkr,1148,1,3,1,6,0,Attchd,672,7,2009,Normal,132500,2296
20,FV,8640,Reg,Lvl,1Fam,1Story,7,5,2007,GasA,Y,SBrkr,1372,2,3,1,6,0,Attchd,529,5,2008,Partial,250580,2744
20,RL,8750,IR1,Lvl,1Fam,1Story,5,6,1970,GasA,Y,SBrkr,1002,1,3,1,5,0,Detchd,902,8,2009,Normal,148500,2004
20,RL,10656,IR1,HLS,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,1646,2,3,1,6,1,Attchd,870,11,2007,Partial,248900,3284
20,RL,6970,Reg,Lvl,1Fam,1Story,4,5,1961,GasA,Y,SBrkr,1120,1,3,1,5,0,Attchd,544,5,2007,Normal,129000,2160
60,RL,14762,IR2,Lvl,1Fam,2Story,5,6,1948,GasA,Y,SBrkr,2320,2,2,1,7,1,Attchd,672,5,2006,Normal,169000,2267
60,RL,9938,Reg,Lvl,1Fam,2Story,7,5,1993,GasA,Y,SBrkr,1949,2,3,1,8,1,Attchd,574,6,2010,Normal,236000,2999
20,RL,6600,Reg,Lvl,1Fam,1Story,5,5,1962,GasA,N,SBrkr,894,1,2,1,5,0,Detchd,308,8,2009,Normal,109500,1788
60,RL,8750,Reg,Lvl,1Fam,2Story,6,5,1998,GasA,Y,SBrkr,1682,2,3,1,7,0,Attchd,523,6,2010,Normal,200500,2486
20,RL,8892,Reg,Lvl,1Fam,1Story,5,7,1953,GasA,Y,SBrkr,910,1,3,1,5,0,Attchd,414,10,2008,Normal,116000,1015
40,RL,12144,Reg,Lvl,1Fam,1Story,5,7,1949,GasA,Y,SBrkr,1268,1,3,1,6,1,Attchd,288,9,2009,Normal,133000,1868
50,RM,5720,Reg,Lvl,1Fam,1.5Fin,5,6,1941,GasA,Y,SBrkr,1131,1,3,1,5,0,Detchd,200,8,2009,Abnorml,66500,1807
60,FV,9000,Reg,Lvl,1Fam,2Story,8,5,2007,GasA,Y,SBrkr,2610,2,4,1,11,1,BuiltIn,550,8,2007,Partial,303477,3794
20,RL,25286,Reg,HLS,1Fam,1Story,4,5,1963,GasA,Y,SBrkr,1040,1,3,1,5,0,Attchd,648,1,2007,Normal,132250,2104
60,RL,8834,Reg,Lvl,1Fam,2Story,9,5,2004,GasA,Y,SBrkr,2224,2,4,1,10,1,Attchd,738,6,2009,Normal,350000,3686
85,RL,11782,IR1,Lvl,1Fam,SFoyer,5,7,1961,GasA,Y,SBrkr,1155,1,3,1,6,0,Detchd,576,6,2010,Normal,148000,2264
20,RL,7000,IR1,Lvl,1Fam,1Story,5,8,1978,GasA,Y,SBrkr,864,1,3,1,6,0,Attchd,336,7,2009,Normal,136500,1728
20,RL,7024,Reg,Lvl,1Fam,1Story,5,5,2005,GasA,Y,SBrkr,1090,1,2,1,5,0,Attchd,450,6,2007,Normal,157000,2180
50,RL,13758,IR1,Lvl,1Fam,1.5Fin,7,5,1990,GasA,Y,SBrkr,1717,2,3,1,7,1,Attchd,400,4,2007,Normal,187500,2873
60,RL,9636,IR1,Lvl,1Fam,2Story,6,5,1992,GasA,Y,SBrkr,1593,2,3,1,7,1,BuiltIn,389,12,2009,Normal,178000,2401
75,RL,6204,Reg,Bnk,1Fam,2.5Fin,4,5,1912,GasA,N,SBrkr,2230,1,5,1,10,0,Detchd,440,3,2006,Normal,118500,2544
20,RL,7150,Reg,Lvl,1Fam,1Story,5,5,1967,GasA,Y,SBrkr,892,1,3,1,5,0,Attchd,288,7,2009,Normal,100000,1784
120,FV,5119,IR1,Lvl,TwnhsE,1Story,9,5,1999,GasA,Y,SBrkr,1709,2,2,1,5,1,Attchd,506,1,2008,Abnorml,328900,3407
90,RL,8393,Reg,Lvl,Duplex,1Story,5,5,1959,GasA,Y,SBrkr,1712,2,4,2,8,0,Attchd,588,6,2006,Family,145000,3338
50,RL,16466,IR1,Lvl,1Fam,1.5Fin,5,7,1955,GasA,Y,SBrkr,1393,1,3,1,8,0,Attchd,300,4,2008,Normal,135500,2209
20,RL,15865,IR1,Lvl,1Fam,1Story,8,6,1970,GasA,Y,SBrkr,2217,2,4,1,8,1,Attchd,621,10,2007,Normal,268000,4434
20,RL,12160,Reg,Lvl,1Fam,1Story,6,4,1953,GasA,Y,SBrkr,1505,1,2,1,6,1,Attchd,505,2,2009,Normal,149500,3010
50,RL,8064,Reg,Lvl,1Fam,1.5Fin,5,7,1949,GasA,Y,SBrkr,924,1,3,1,6,1,Detchd,576,7,2007,Normal,122900,1596
60,RL,11184,Reg,Lvl,1Fam,2Story,6,5,1978,GasA,Y,SBrkr,1683,2,3,1,7,1,Attchd,440,7,2009,Normal,172500,2601
20,RL,8414,Reg,Lvl,1Fam,1Story,6,8,1963,GasA,Y,SBrkr,1068,1,3,1,6,0,Attchd,264,2,2006,Normal,154500,2127
20,RL,13284,Reg,Lvl,1Fam,1Story,5,5,1954,GasA,Y,SBrkr,1383,1,3,1,6,1,Attchd,354,6,2008,Normal,165000,2766
90,RL,7018,Reg,Bnk,Duplex,1Story,5,5,1979,GasA,Y,SBrkr,1535,2,4,2,8,0,Attchd,400,6,2009,Alloca,118858,1535
60,RL,7056,Reg,Lvl,1Fam,2Story,6,5,1963,GasA,Y,SBrkr,1796,1,4,1,8,1,Attchd,483,10,2008,Normal,140000,2576
30,RM,8765,Reg,Lvl,1Fam,1Story,4,6,1936,GasA,N,SBrkr,951,1,2,1,6,0,Detchd,327,4,2006,Abnorml,106500,1902
90,RL,7018,Reg,Lvl,Duplex,2Story,5,5,1979,GasA,Y,SBrkr,2240,2,6,2,12,0,Detchd,528,6,2009,Alloca,142953,2240
20,RL,12919,IR1,Lvl,1Fam,1Story,9,5,2009,GasA,Y,SBrkr,2364,2,2,1,11,2,Attchd,820,3,2010,Partial,611657,4694
20,RL,6993,Reg,Lvl,1Fam,1Story,5,7,1961,GasA,Y,SBrkr,1236,1,3,1,6,1,Attchd,288,6,2006,Normal,135000,2148
20,RL,7340,IR1,Lvl,1Fam,1Story,4,6,1971,GasA,Y,SBrkr,858,1,2,1,4,0,Detchd,684,6,2007,Normal,110000,1716
20,RL,8712,IR1,Lvl,1Fam,1Story,5,7,1957,GasA,Y,SBrkr,1306,1,2,1,5,0,Detchd,756,5,2009,Normal,153000,2298
60,RL,7875,Reg,Lvl,1Fam,2Story,7,5,2003,GasA,Y,SBrkr,1509,2,3,1,8,1,Attchd,393,7,2006,Normal,180000,2292
20,RL,14859,IR1,HLS,1Fam,1Story,7,5,2006,GasA,Y,SBrkr,1670,2,3,1,7,1,Attchd,690,8,2006,Partial,240000,3340
20,RL,6173,IR1,Lvl,1Fam,1Story,5,6,1967,GasA,Y,SBrkr,902,1,3,1,6,0,Attchd,288,8,2007,Normal,125500,1778
20,RL,9920,Reg,Lvl,1Fam,1Story,5,5,1954,GasA,Y,SBrkr,1063,1,3,1,6,0,Attchd,280,2,2010,Normal,128000,2119
20,RL,13501,IR1,Lvl,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,1636,2,3,1,8,1,Attchd,865,6,2007,Normal,255000,3259
50,RL,11500,IR1,Lvl,1Fam,1.5Fin,7,7,1936,GasA,Y,SBrkr,2057,1,3,1,6,1,Attchd,180,6,2006,Normal,250000,3074
20,RL,8885,IR1,Low,1Fam,1Story,5,5,1983,GasA,Y,SBrkr,902,1,2,1,5,0,Attchd,484,6,2006,Normal,131000,1766
60,RL,12589,IR2,Lvl,1Fam,2Story,6,5,2005,GasA,Y,SBrkr,1484,2,3,1,8,1,Attchd,390,6,2009,Normal,174000,2226
90,RL,11600,Reg,Lvl,Duplex,2Story,5,5,1960,GasA,Y,FuseA,2274,2,5,2,12,0,Detchd,480,1,2010,Normal,154300,3379
20,RL,9286,IR1,Lvl,1Fam,1Story,5,7,1977,GasA,Y,SBrkr,1268,1,3,1,5,0,Detchd,252,10,2009,Normal,143500,2536
30,RM,6120,Reg,Lvl,1Fam,1Story,5,7,1925,GasA,N,SBrkr,1015,1,3,1,6,0,Detchd,450,7,2006,Abnorml,88000,1783
90,RH,6270,Reg,HLS,Duplex,2Story,5,6,1949,GasA,N,FuseA,2002,2,4,2,8,0,2Types,871,8,2007,Normal,145000,3003
160,FV,3000,Reg,Lvl,TwnhsE,2Story,6,5,2009,GasA,Y,SBrkr,1224,2,2,1,4,0,Detchd,528,6,2009,Partial,173733,1836
160,RM,2001,Reg,Lvl,Twnhs,2Story,4,5,1970,GasA,Y,SBrkr,1092,1,3,1,6,0,Attchd,286,1,2007,Normal,75000,1638
20,C (all),9000,Reg,Lvl,1Fam,1Story,2,3,1949,GasA,N,FuseA,480,0,1,1,4,0,Detchd,308,10,2006,Abnorml,35311,960
20,RL,17140,Reg,Lvl,1Fam,1Story,4,6,1956,GasA,Y,FuseA,1229,1,3,1,6,0,Attchd,284,4,2009,Normal,135000,2363
60,RL,13125,IR1,Lvl,1Fam,2Story,7,5,1991,GasA,Y,SBrkr,2127,2,4,1,8,1,Attchd,833,11,2007,Normal,238000,3231
20,RL,11029,IR1,Lvl,1Fam,1Story,6,8,1958,GasA,Y,SBrkr,1414,1,3,1,6,1,Attchd,601,5,2008,Normal,176500,2598
60,RL,8462,IR1,Lvl,1Fam,2Story,6,5,1994,GasA,Y,SBrkr,1721,2,3,1,7,0,Attchd,471,7,2007,Normal,201000,2649
90,RL,8777,Reg,Lvl,Duplex,1.5Fin,5,7,1900,GasA,Y,SBrkr,2200,2,4,2,9,0,,0,9,2008,Normal,145900,3472
20,RL,10237,Reg,Lvl,1Fam,1Story,6,5,2005,GasA,Y,SBrkr,1316,2,3,1,6,1,Attchd,397,10,2006,Partial,169990,2632
120,RL,8012,Reg,Lvl,TwnhsE,1Story,6,5,1993,GasA,Y,SBrkr,1617,2,2,1,5,1,Attchd,533,7,2008,Normal,193000,3221
20,RL,10240,Reg,Lvl,1Fam,1Story,6,6,1980,GasA,Y,SBrkr,1686,2,3,1,7,1,Attchd,612,5,2006,Normal,207500,3372
20,RL,15611,IR1,Lvl,1Fam,1Story,5,6,1977,GasA,Y,SBrkr,1126,2,3,1,6,0,Attchd,540,3,2008,Abnorml,175000,2252
60,RL,11999,Reg,Lvl,1Fam,2Story,8,5,2003,GasA,Y,SBrkr,2374,2,4,1,10,1,BuiltIn,656,5,2007,Normal,285000,3555
60,RL,9900,Reg,Lvl,1Fam,2Story,7,5,1968,GasA,Y,SBrkr,1978,2,4,1,9,1,Attchd,486,4,2008,Normal,176000,2810
20,RL,11838,Reg,Lvl,1Fam,1Story,8,5,2001,GasA,Y,SBrkr,1788,2,3,1,7,1,Attchd,522,6,2009,Normal,236500,3541
60,RL,13006,IR1,Lvl,1Fam,2Story,7,5,1997,GasA,Y,SBrkr,2236,2,4,1,8,1,BuiltIn,642,11,2006,Normal,222000,3200
20,RL,8925,IR1,HLS,1Fam,1Story,8,5,2007,GasA,Y,SBrkr,1466,2,3,1,7,0,Attchd,610,7,2009,Normal,201000,2932
20,RL,9100,Reg,Lvl,1Fam,1Story,5,6,1965,GasA,Y,SBrkr,925,1,2,1,5,0,Detchd,429,7,2009,Normal,117500,1850
20,RL,11670,IR1,Lvl,1Fam,1Story,9,5,2006,GasA,Y,SBrkr,1905,2,3,1,8,1,Attchd,788,3,2007,Normal,320000,3810
20,RL,8487,Reg,Lvl,1Fam,1Story,7,5,2004,GasA,Y,SBrkr,1500,2,3,1,6,0,Attchd,570,8,2009,Normal,190000,3000
20,RL,27650,IR2,HLS,1Fam,1Story,7,7,1960,GasA,Y,SBrkr,2069,2,4,1,9,1,Attchd,505,11,2008,Normal,242000,2654
30,RL,5825,IR1,Lvl,1Fam,1Story,4,5,1926,GasA,Y,SBrkr,747,1,1,1,5,0,Detchd,528,6,2006,Normal,79900,1347
20,RL,10083,Reg,Lvl,1Fam,1Story,7,5,2003,GasA,Y,SBrkr,1200,2,2,1,5,0,Attchd,555,8,2009,Normal,184900,2376
60,RL,9675,Reg,Lvl,1Fam,2Story,7,5,2005,GasA,Y,SBrkr,1971,2,3,1,8,1,Attchd,689,2,2009,Normal,253000,3084
60,RL,8760,Reg,Lvl,1Fam,2Story,7,5,2006,GasA,Y,SBrkr,1962,2,3,1,7,0,Attchd,868,8,2006,Partial,239799,3353
70,RL,24090,Reg,Lvl,1Fam,2Story,7,7,1940,GasA,Y,SBrkr,2403,2,4,1,10,2,Attchd,349,6,2010,Normal,244400,3435
90,RL,12640,IR1,Lvl,Duplex,1Story,6,5,1976,GasA,Y,SBrkr,1728,2,4,2,8,0,Attchd,574,7,2006,Normal,150900,3456
60,RL,8755,IR1,Lvl,1Fam,2Story,7,5,1999,GasA,Y,SBrkr,2060,2,3,1,8,1,BuiltIn,390,6,2009,Normal,214000,3052
90,RL,7711,IR1,Lvl,Duplex,1Story,4,3,1977,GasA,Y,SBrkr,1440,2,4,2,8,0,,0,8,2007,Abnorml,150000,2880
90,RL,25000,Reg,Low,Duplex,1Story,5,4,1967,GasA,Y,SBrkr,1632,2,4,2,8,0,Attchd,576,6,2007,Normal,143000,3264
20,RL,14375,IR1,Lvl,1Fam,SLvl,6,6,1958,GasA,Y,FuseA,1344,1,3,1,7,1,Basment,525,1,2009,Abnorml,137500,2163
50,RM,8820,Reg,Lvl,1Fam,1.5Fin,5,6,1890,GasA,Y,SBrkr,1869,1,2,1,7,0,Detchd,456,9,2009,Normal,124900,2837
80,RL,8163,Reg,Lvl,1Fam,SLvl,5,6,1959,GasA,Y,SBrkr,1144,1,3,1,6,1,Attchd,796,3,2006,Normal,143000,2288
20,RL,14536,Reg,Lvl,1Fam,1Story,8,5,2002,GasA,Y,SBrkr,1629,2,3,1,9,1,Attchd,808,11,2007,Normal,270000,3245
60,RL,14006,IR1,Lvl,1Fam,2Story,7,5,2002,GasA,Y,SBrkr,1776,2,3,1,7,1,Attchd,474,2,2006,Normal,192500,2712
20,RL,9360,Reg,Lvl,1Fam,1Story,6,7,1972,GasA,Y,SBrkr,1381,1,3,1,5,1,Attchd,676,3,2010,Normal,197500,2542
20,RL,7200,Reg,Lvl,1Fam,1Story,5,8,1950,GasA,Y,SBrkr,864,1,3,1,5,0,Detchd,720,7,2007,Normal,129000,1728
20,RH,7800,Reg,Lvl,1Fam,1Story,5,5,1965,GasA,Y,SBrkr,965,1,3,1,6,0,Detchd,300,7,2006,Abnorml,119900,1793
85,RL,7200,Reg,Lvl,1Fam,SFoyer,5,8,1972,GasA,Y,SBrkr,768,1,2,1,5,0,Detchd,396,4,2009,Normal,133900,1536
60,RL,11075,IR1,Lvl,1Fam,2Story,5,4,1969,GasA,Y,SBrkr,1968,2,4,1,7,1,Attchd,530,9,2008,Normal,172000,2752
90,RL,9400,IR1,Lvl,Duplex,SFoyer,6,5,1975,GasA,Y,SBrkr,980,2,4,0,4,0,,0,10,2006,AdjLand,127500,1925
90,RH,7136,IR1,HLS,Duplex,2Story,6,6,1946,GasA,N,FuseF,1958,2,4,2,8,0,Attchd,492,8,2007,Normal,145000,2937
160,RM,1300,Reg,Lvl,TwnhsE,2Story,6,6,1980,GasA,Y,SBrkr,1229,1,2,1,5,1,Attchd,462,5,2009,Normal,124000,1790
20,RL,7420,Reg,Lvl,1Fam,1Story,5,5,1962,GasA,Y,SBrkr,1057,1,3,1,6,0,Detchd,576,4,2007,Normal,132000,2114
20,RL,8450,Reg,Lvl,1Fam,1Story,7,5,2003,GasA,Y,SBrkr,1337,2,3,1,6,0,Attchd,531,10,2007,Normal,185000,2674
160,FV,2572,Reg,Lvl,Twnhs,2Story,7,5,1999,GasA,Y,SBrkr,1416,2,3,1,6,0,Detchd,484,5,2010,Normal,155000,2112
20,RL,7207,IR1,Lvl,1Fam,1Story,5,7,1958,GasA,Y,SBrkr,858,1,2,1,4,0,,0,2,2010,Normal,116500,1716
60,RL,12227,IR1,Lvl,1Fam,2Story,6,7,1977,GasA,Y,SBrkr,2872,2,4,1,11,1,Attchd,619,7,2008,Normal,272000,4202
160,RL,2308,Reg,Lvl,TwnhsE,2Story,6,6,1976,GasA,Y,SBrkr,1548,2,3,1,7,1,Detchd,440,7,2007,Normal,155000,2352
20,RL,11923,IR1,Lvl,1Fam,1Story,9,5,2007,GasA,Y,SBrkr,1800,2,2,1,7,0,Attchd,702,5,2009,Normal,239000,3600
60,RL,11316,Reg,Lvl,1Fam,2Story,7,5,2002,GasA,Y,SBrkr,1894,2,4,1,8,1,BuiltIn,510,2,2010,Normal,214900,2711
60,RL,10237,Reg,Lvl,1Fam,2Story,6,5,2005,GasA,Y,SBrkr,1484,2,3,1,8,1,Attchd,393,7,2007,Partial,178900,2267
50,RL,9600,IR1,HLS,1Fam,1.5Fin,5,7,1940,GasA,Y,SBrkr,1308,1,2,1,7,2,Detchd,256,6,2009,Normal,160000,2036
20,RL,7390,IR1,Lvl,1Fam,1Story,5,7,1955,GasA,Y,SBrkr,1098,1,3,1,6,0,Attchd,260,7,2008,Normal,135000,2196
50,RM,5925,Reg,Lvl,1Fam,1.5Fin,3,6,1910,Grav,N,SBrkr,968,1,2,1,6,0,,0,5,2009,Abnorml,37900,1568
190,RL,10382,Reg,Lvl,2fmCon,SLvl,6,5,1958,GasA,Y,SBrkr,1095,1,2,1,6,0,Attchd,264,3,2006,Normal,140000,1683
50,RL,10800,Reg,Lvl,1Fam,1.5Fin,4,4,1949,GasA,N,FuseA,1192,1,4,1,6,0,,0,12,2006,Abnorml,135000,1912
160,RL,2268,Reg,Lvl,Twnhs,2Story,7,5,2003,GasA,Y,SBrkr,1626,2,2,1,6,0,BuiltIn,474,7,2009,Normal,173000,2390
120,RL,7892,Reg,Lvl,TwnhsE,1Story,6,5,1979,GasA,Y,SBrkr,918,2,2,1,5,1,Attchd,264,4,2010,Normal,99500,1836
20,FV,11639,Reg,Lvl,1Fam,1Story,7,5,2007,GasA,Y,SBrkr,1428,2,3,1,6,0,Attchd,480,12,2008,Partial,182000,2856
70,RL,11414,IR1,Lvl,1Fam,2Story,7,8,1910,GasA,N,SBrkr,2019,1,3,1,8,0,Detchd,532,10,2009,Normal,167500,2747
160,FV,2651,Reg,Lvl,Twnhs,2Story,7,5,2000,GasA,Y,SBrkr,1382,2,3,1,6,0,Detchd,490,4,2006,Normal,165000,2055
30,RL,5900,IR1,Bnk,1Fam,1Story,4,7,1923,GasA,Y,FuseA,869,1,2,1,4,0,,0,8,2006,Normal,85500,1309
120,FV,4274,IR1,Lvl,TwnhsE,1Story,7,5,2006,GasA,Y,SBrkr,1241,1,1,1,4,0,Attchd,569,11,2007,Partial,199900,2482
20,RL,9450,Reg,Bnk,1Fam,1Story,4,5,1954,GasA,Y,SBrkr,894,1,3,1,5,0,Detchd,400,5,2007,Abnorml,110000,1788
20,RL,8816,Reg,Lvl,1Fam,1Story,5,6,1963,GasA,Y,SBrkr,1121,1,3,1,5,0,Detchd,480,6,2009,Normal,139000,2242
85,RL,12122,IR1,Lvl,1Fam,SFoyer,7,9,1961,GasA,Y,SBrkr,999,1,3,1,6,0,Attchd,588,7,2008,Normal,178400,1943
60,RL,12203,IR1,Lvl,1Fam,2Story,8,5,1998,GasA,Y,SBrkr,2612,2,4,1,8,1,Attchd,676,7,2009,Normal,336000,3837
20,RL,3182,Reg,Lvl,1Fam,1Story,7,5,2007,GasA,Y,SBrkr,1266,2,2,1,6,1,Attchd,388,3,2008,Normal,159895,2532
60,RL,11250,Reg,Lvl,1Fam,2Story,8,5,2002,GasA,Y,SBrkr,2290,2,4,1,9,1,Attchd,779,5,2008,Normal,255900,3418
90,RL,10125,Reg,Lvl,Duplex,1.5Fin,5,5,1977,GasA,Y,SBrkr,1734,2,4,2,8,0,Attchd,539,8,2009,Normal,126000,1734
190,RL,10880,Reg,Lvl,2fmCon,1Story,5,5,1950,GasW,N,SBrkr,1164,1,3,1,5,0,Detchd,240,8,2008,Normal,125000,2328
50,RM,5310,Reg,Lvl,1Fam,1.5Fin,6,8,1910,GasA,Y,SBrkr,1635,1,2,1,5,0,Attchd,255,6,2006,Normal,117000,2120
20,RL,10159,IR1,Lvl,1Fam,1Story,9,5,2009,GasA,Y,SBrkr,1940,2,3,1,8,1,Attchd,606,4,2010,Partial,395192,3870
60,RL,12046,IR1,Lvl,1Fam,2Story,6,6,1976,GasA,Y,SBrkr,2030,2,4,1,8,1,Attchd,551,6,2007,Normal,195000,2878
60,FV,8125,Reg,Lvl,1Fam,2Story,7,5,2006,GasA,Y,SBrkr,1576,2,3,1,6,0,Attchd,614,8,2006,Partial,197000,2346
60,RL,9452,Reg,Lvl,1Fam,2Story,8,5,1997,GasA,Y,SBrkr,2392,2,3,1,7,1,Attchd,870,6,2006,Normal,348000,3788
70,RM,17671,Reg,Lvl,1Fam,2Story,8,9,1882,GasA,Y,SBrkr,1742,1,4,1,8,1,Attchd,424,11,2009,Normal,168000,2658
60,RL,9760,Reg,Lvl,1Fam,2Story,6,8,1964,GasA,Y,SBrkr,1851,2,3,1,7,1,Attchd,440,7,2007,Normal,187000,2673
60,RL,8846,Reg,Lvl,1Fam,2Story,6,5,2005,GasA,Y,SBrkr,1500,2,3,1,6,0,Attchd,564,8,2006,Partial,173900,2250
20,RL,12456,Reg,Lvl,1Fam,1Story,10,5,2006,GasA,Y,SBrkr,1718,2,3,1,7,1,Attchd,786,7,2009,Normal,337500,3418
50,RL,4712,IR1,Lvl,1Fam,1.5Fin,4,7,1946,GasA,Y,SBrkr,1230,1,3,1,5,0,Detchd,305,8,2006,Abnorml,121600,1977
20,RL,10659,IR1,Lvl,1Fam,1Story,5,6,1961,GasA,Y,SBrkr,1050,1,3,1,6,0,Attchd,368,1,2006,Normal,136500,2100
20,RL,11717,IR1,Lvl,1Fam,1Story,6,6,1970,GasA,Y,SBrkr,1442,2,2,1,6,1,Attchd,615,2,2009,Normal,185000,2884
30,RM,9786,Reg,Lvl,1Fam,1Story,3,4,1922,GasA,N,SBrkr,1077,1,3,1,6,1,Detchd,210,5,2006,Normal,91000,2084
20,RL,6762,Reg,Lvl,1Fam,1Story,7,5,2006,GasA,Y,SBrkr,1208,2,2,1,6,0,Attchd,632,2,2010,Normal,206000,2395
20,RL,10206,Reg,Lvl,1Fam,1Story,3,3,1952,GasW,N,FuseF,944,1,2,1,4,0,Detchd,528,7,2009,Normal,82000,944
30,RL,5400,Reg,Lvl,1Fam,1Story,5,6,1920,GasA,Y,FuseA,691,1,2,1,4,0,Detchd,216,1,2007,Abnorml,86000,1382
20,RL,11957,IR1,Lvl,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,1574,2,3,1,7,1,Attchd,824,7,2008,Normal,232000,3148
90,RL,11500,IR1,Lvl,Duplex,1Story,5,6,1976,GasA,Y,SBrkr,1680,2,4,2,8,0,Detchd,528,6,2007,Normal,136905,3360
120,RL,3182,Reg,Lvl,TwnhsE,1Story,7,5,2005,GasA,Y,SBrkr,1504,2,1,1,7,1,Attchd,457,5,2009,Normal,181000,2850
80,RL,8385,Reg,Lvl,1Fam,SLvl,5,8,1977,GasA,Y,SBrkr,985,2,3,1,6,0,Attchd,328,11,2008,Normal,149900,1970
20,RL,12155,IR3,Lvl,1Fam,1Story,6,3,1970,GasA,Y,SBrkr,1657,2,3,1,7,1,Attchd,484,3,2007,Normal,163500,3314
160,RM,2217,Reg,Lvl,TwnhsE,2Story,4,4,1970,GasA,Y,SBrkr,1092,1,3,1,6,0,Attchd,286,8,2009,Normal,88000,1638
20,RL,12118,IR1,Lvl,1Fam,1Story,7,5,2004,GasA,Y,SBrkr,1710,2,3,1,7,1,Attchd,550,4,2009,Normal,240000,3420
50,RL,6000,Reg,Lvl,1Fam,1.5Fin,5,5,1926,GasA,Y,SBrkr,1522,2,4,1,7,0,,0,6,2006,Normal,102000,2016
50,RL,21286,Reg,Lvl,1Fam,1.5Fin,5,5,1948,GasA,Y,SBrkr,1271,2,4,1,7,1,Attchd,312,8,2008,Normal,135000,1991
90,RL,9825,Reg,Lvl,Duplex,1Story,5,5,1965,GasA,N,SBrkr,1664,2,4,2,8,0,,0,5,2010,Normal,100000,1664
70,RL,10592,Reg,Lvl,1Fam,2Story,6,7,1923,GasA,Y,SBrkr,1502,1,3,1,7,2,Detchd,180,8,2007,Normal,165000,2104
30,RM,7200,Reg,Lvl,1Fam,1Story,5,4,1910,GasW,N,SBrkr,1022,1,2,1,4,0,Detchd,280,6,2009,Normal,85000,2044
20,RL,11664,Reg,Lvl,1Fam,1Story,6,5,1948,GasA,Y,SBrkr,1082,1,2,1,5,1,Detchd,240,11,2007,Normal,119200,2164
60,RL,8400,Reg,Lvl,1Fam,2Story,8,6,2001,GasA,Y,SBrkr,1665,2,3,1,6,0,Attchd,528,11,2009,Normal,227000,2475
20,RL,11883,Reg,Lvl,1Fam,1Story,7,5,1996,GasA,Y,SBrkr,1504,2,3,1,6,1,Attchd,478,6,2009,Normal,203000,3008
120,RL,5814,IR1,Lvl,TwnhsE,1Story,8,5,1984,GasA,Y,SBrkr,1360,1,1,1,4,1,Attchd,565,8,2009,Abnorml,187500,2580
